timestamp,node,endpoint,response_time,status_code,response_body
2025-02-12 12:22:53,GCP f,,508.6698532104492,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 370.037877ms ^^ SendMetrics took: 7.682203ms
2025-02-12 12:22:54,GCP f,,102.99992561340332,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 15.541859ms ^^ SendMetrics took: 1.861273ms
2025-02-12 12:22:54,Raspi,/sieve,18.032312393188477,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:54,GCP f,,45.156002044677734,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 13.092158ms ^^ SendMetrics took: 1.91321ms
2025-02-12 12:22:55,Raspi,/sieve,10.606765747070312,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:55,GCP f,,45.32885551452637,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 15.05138ms ^^ SendMetrics took: 1.968372ms
2025-02-12 12:22:55,Raspi,/sieve,12.567996978759766,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:55,GCP f,,45.70889472961426,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 18.639711ms ^^ SendMetrics took: 1.944216ms
2025-02-12 12:22:56,Raspi,/sieve,12.233972549438477,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:56,GCP f,,39.961814880371094,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 12.45311ms ^^ SendMetrics took: 2.066848ms
2025-02-12 12:22:56,Raspi,/sieve,13.209819793701172,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:56,GCP f,,45.0749397277832,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 12.248132ms ^^ SendMetrics took: 2.232799ms
2025-02-12 12:22:57,Raspi,/sieve,11.606216430664062,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:57,GCP f,,41.83006286621094,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 14.046016ms ^^ SendMetrics took: 2.002367ms
2025-02-12 12:22:57,Raspi,/sieve,11.384010314941406,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:57,GCP f,,41.10383987426758,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 12.176012ms ^^ SendMetrics took: 2.060353ms
2025-02-12 12:22:58,Raspi,/sieve,11.334896087646484,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:58,GCP f,,48.65837097167969,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 13.69505ms ^^ SendMetrics took: 1.89298ms
2025-02-12 12:22:58,Raspi,/sieve,11.64698600769043,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:58,GCP f,,51.36895179748535,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 23.429414ms ^^ SendMetrics took: 2.131816ms
2025-02-12 12:22:59,Raspi,/sieve,10.393142700195312,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:59,GCP f,,46.97608947753906,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 19.211255ms ^^ SendMetrics took: 1.957443ms
2025-02-12 12:22:59,Raspi,/sieve,10.106801986694336,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:22:59,GCP f,,38.92922401428223,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 11.76882ms ^^ SendMetrics took: 2.19362ms
2025-02-12 12:23:00,Raspi,/sieve,11.286020278930664,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:23:00,GCP f,,40.04502296447754,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 11.321862ms ^^ SendMetrics took: 1.994081ms
2025-02-12 12:23:00,Raspi,/sieve,12.285947799682617,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:23:00,GCP f,,39.27898406982422,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 11.243622ms ^^ SendMetrics took: 1.888286ms
2025-02-12 12:23:01,Raspi,/sieve,11.76595687866211,200,Found 669 primes under 5000 ^^ 
2025-02-12 12:23:01,GCP f,,41.17703437805176,200,resp: Found 1229 primes under 10000 ^^   ^^ func call took: 11.674597ms ^^ SendMetrics took: 1.854056ms
2025-02-12 12:23:01,Raspi,/sieve,12.201070785522461,200,Found 669 primes under 5000 ^^ 
